<<<<<<< HEAD
Doctor Identifier,ChargePerPatient,DrugChargePerPatient,PercentChargePaid,PercentDrugChargePaid,PercentAllowedPaid,PercentChargeAllowed,AveragePatientRisk
797126364,782.051020408,0.0,0.223887431879,0.0,0.781760456036,3.49175677024,1.99
730184004,594.007751938,0.0,0.134516293213,0.0,0.741181927022,5.50997882354,2.05
935145410,463.521456437,0.0,0.306520362016,0.0,0.740872137127,2.41704052629,1.88
998477122,554.474074074,0.0,0.274349734149,0.0,0.73064337233,2.66318235954,1.01
771304319,954.233618234,158.948717949,0.331731285977,0.086995306566,0.801286096322,2.4154673683,0.99
192532922,429.780473373,0.0,0.154249837195,0.0,0.760999933026,4.93355420573,1.94
248470388,382.427561837,59.4416961131,0.701240540715,0.124677668234,0.851271200414,1.21395035082,1.21
117593331,91.7266666667,10.6333333333,0.277776001163,0.100308888727,0.918558539505,3.3068318921,1.52
860885947,292.754901961,0.0,0.567067077459,0.0,0.766468846625,1.35163700573,1.93
131674583,194.457142857,0.0,0.433450778725,0.0,0.632892420993,1.46012523695,1.34
144416200,341.125,0.0,0.396512764138,0.0,0.677448099702,1.70851523828,0.92
149215832,1168.79428571,0.0,0.453149521607,0.0,0.680068823705,1.50076032585,1.05
161021979,629.646666667,0.0,0.35912109437,0.0,0.749322155256,2.08654453053,2.23
921486980,1135.40725389,0.0,0.149701917004,0.0,0.787442294546,5.26006820958,1.35
329248355,2363.9471831,0.0,0.286739265462,0.0,0.783098321806,2.7310466899,2.12
634472092,1867.5,0.0,0.373801874163,0.0,0.732141546142,1.95863530053,1.14
513578600,137.534666667,0.0,0.313574274607,0.0,0.783971787632,2.50011512779,0.78
448279431,1515.41777778,0.0,0.0914953118905,0.0,0.792679047344,8.66360287719,1.06
149023149,2693.33333333,0.0,0.374092821782,0.0,0.72462458287,1.93701814276,1.02
839794973,364.146050671,0.0,0.227098615874,0.0,0.767751698291,3.38069739146,1.31
373555863,362.358677686,0.0,0.213067277297,0.0,0.678711111324,3.18543100533,1.07
325324537,4039.70588235,0.0,0.341066618129,0.0,0.767475381088,2.25022133593,1.68
545315111,892.340350877,0.0,0.375853757319,0.0,0.756190834827,2.01192836337,2.2
303561580,451.365450122,0.0,0.159927432953,0.0,0.805863660402,5.03893325569,1.25
249349090,3249.55223881,0.0,0.199339426787,0.0,0.770521530839,3.86537446836,1.49
716948190,503.684210526,0.0,0.223706374086,0.0,0.783997568398,3.50458305715,1.23
516980256,961.098265896,124.462427746,0.462821495158,0.105648764058,0.789346448397,1.70550948185,1.26
522448441,93.1849030471,0.0,0.317949746951,0.0,0.750743715858,2.36120243232,1.6
934190481,1496.14714286,0.0,0.581362795676,0.0,0.783943440368,1.34845821955,1.18
955586465,451.745,0.0,0.388856302953,0.0,0.77930417878,2.00409295892,2.51
651731923,575.549578257,33.8566073102,0.36567153777,0.0478198580909,0.802520471748,2.194648445,1.1
740516196,587.896276596,0.0,0.22818506304,0.0,0.774902061998,3.39593684036,3.06
482243540,695.513777778,0.0,0.163464195294,0.0,0.802215102045,4.90758909377,1.49
566172134,2282.63045455,0.0,0.247722175393,0.0,0.783997479124,3.16482558689,0.94
644785270,544.213704994,0.0,0.585776365437,0.0,0.730247943594,1.24663265144,1.48
956647921,1691.61764706,0.0,0.374762583674,0.0,0.731310990733,1.951398092,0.94
436007458,163.526456203,0.0,0.222120857816,0.0,0.760937728654,3.42578241474,1.92
159378927,950.652027027,0.0,0.416441773605,0.0,0.724500964981,1.73974132976,1.15
370028610,337.439516129,0.0,0.352437951843,0.0,0.775835791104,2.20134008567,2.19
411676454,360.367052023,0.933526011561,0.428392855711,0.000430197213823,0.731762322481,1.70815715698,1.43
822432009,2271.11111111,0.0,0.349881360078,0.0,0.764213103315,2.18420639254,1.54
843817425,1268.63357466,63.9230769231,0.30496605854,0.0241984802689,0.74514520717,2.44337094671,1.14
153798843,292.505703422,0.0,0.197802519206,0.0,0.673344168731,3.40412332176,1.08
275007577,490.80952381,13.1002506266,0.453542610285,0.0132763630236,0.824569032464,1.81806298629,1.18
258535892,423.333333333,0.0,0.284662729659,0.0,0.712491336638,2.50293158325,1.55
169708518,823.858823529,0.0,0.16031444565,0.0,0.783998100499,4.89037714174,2.4
373388397,556.532751092,51.0043668122,0.334487233809,0.0518808750373,0.772140666374,2.30843090058,1.22
917621699,696.234398907,76.0218579235,0.409270285193,0.0921280711512,0.832302357926,2.0336251813,1.02
175943470,434.268292683,0.0,0.457769446785,0.0,0.778778332598,1.7012457648,1.96
752372627,347.910712644,2.55402298851,0.256325179482,0.000920304826526,0.639325369018,2.49419651362,0.9
890252300,232.666666667,0.0,0.526613180516,0.0,0.73975326531,1.40473746705,0.64
638094793,471.117349081,38.660656168,0.362776859681,0.0525593620037,0.783723599066,2.16034616915,1.23
335303763,3131.78764398,0.0,0.181110134579,0.0,0.778588136487,4.29897608047,3.27
421473902,719.832512315,0.0,0.267629922122,0.0,0.752060114518,2.81007485469,1.34
675416759,270.0,0.0,0.204430864198,0.0,0.776152353454,3.79664957393,1.46
269768411,1847.9751773,22.2340425532,0.196477935406,0.00207480297585,0.756731163138,3.85148165149,1.32
811644106,237.431034483,0.0,0.505040302084,0.0,0.772919785336,1.53041209216,3.37
274373161,260.285714286,0.0,0.248855864224,0.0,0.735035913807,2.95366121309,1.24
886650232,198.257246377,0.0,0.279263170536,0.0,0.745177181852,2.6683689812,1.78
873104642,212.527472527,0.0,0.244936401241,0.0,0.630693566275,2.5749278714,1.51
180053938,64.8559393939,46.8467878788,0.978376317489,0.706205735229,0.979997248101,1.00165675577,0.82
410868341,977.421721854,0.0,0.391014290333,0.0,0.768886613867,1.9663900601,1.78
687492990,1333.53658537,0.0,0.467337722908,0.0,0.734300304075,1.57124124178,1.28
206414383,2420.75757576,0.0,0.281668064509,0.0,0.778390044177,2.76350123516,1.74
431810375,1084.4,0.0,0.504957949096,0.0,0.747692784973,1.48070306906,1.07
618466281,1520.80357143,0.0,0.477131333294,0.0,0.766167093322,1.60577819954,2.41
838468224,880.747706422,0.0,0.577353166357,0.0,0.76723652375,1.32888597215,0.95
409478359,128.807692308,0.0,0.663423907634,0.0,0.699978576649,1.05510001764,1.16
337711608,242.845528455,0.0,0.470777368597,0.0,0.668072606549,1.41908394734,1.27
270140664,976.549180328,0.0,0.221689790916,0.0,0.768129876445,3.46488610625,1.84
684926360,111.07127193,0.0,0.260724108315,0.0,0.783566232317,3.0053462926,1.7
650948768,387.438547486,0.0,0.228583556232,0.0,0.764238219835,3.34336481781,2.16
671708967,766.893617021,67.0106382979,0.487264066141,0.0765468871379,0.775349419312,1.59123045016,1.04
226341734,32644.6746667,0.0,0.299725420248,0.0,0.784017248995,2.61578496861,3.9
293281688,755.617977528,0.0,0.426338587361,0.0,0.764479539679,1.79312772135,0.94
840255725,3888.05882353,0.0,0.197260390033,0.0,0.778057851042,3.94431872974,1.24
626612547,150.0,0.0,0.419307692308,0.0,0.723750597483,1.72606086356,1.77
694042912,506.618181818,0.0,0.184108421577,0.0,0.79730182522,4.33061029143,2.71
684718880,12.3846153846,0.0,0.70149068323,0.0,0.98021176879,1.39732685298,1.08
936998127,457.739130435,0.0,0.219114131025,0.0,0.723440625226,3.30166120205,1.32
208092216,242.831490566,0.976773584906,0.285973330835,0.00068853554709,0.678806159482,2.37366945198,1.21
435895234,314.885496183,0.0,0.345896242424,0.0,0.696672400568,2.01410803334,2.02
442148290,358.076923077,0.0,0.38222019334,0.0,0.810020805543,2.11925172886,0.65
948852338,306.317702703,0.0,0.155764792869,0.0,0.564218438891,3.6222462631,1.64
160830556,231.617647059,0.0,0.448658412698,0.0,0.72804816859,1.62272265043,1.05
830092171,650.897435897,0.0,0.308717057317,0.0,0.731955014853,2.37095747547,0.66
933854981,2453.33333333,0.0,0.416536684783,0.0,0.76904272592,1.84627850083,0.76
613860475,444.24,0.0,0.283413470196,0.0,0.800097101939,2.82307365767,0.97
830284935,1834.44444444,0.0,0.532397334949,0.0,0.737152798598,1.38459145118,1.06
270865221,427.204545455,0.0,0.242095547162,0.0,0.762004832576,3.14753757973,2.8
246321787,213.173913043,0.0,0.218733428513,0.0,0.784052111739,3.58450977095,1.43
132706654,1352.10526316,0.0,0.593462826002,0.0,0.759088135233,1.27908287086,1.15
630121832,535.340909091,0.0,0.525758862237,0.0,0.780301932443,1.4841441362,1.35
296310606,405.961832061,0.0,0.353519113969,0.0,0.75359440944,2.13169353413,1.88
706376028,1155.70512821,0.0,0.275761717233,0.0,0.763885337948,2.77009204038,2.44
903207956,565.333333333,0.0,0.526577830189,0.0,0.772447507447,1.46691991794,0.99
516508968,138.636363636,0.0,0.395829508197,0.0,0.78400914357,1.98067381874,1.26
361451325,369.463387978,13.7256830601,0.516207969615,0.0197340700884,0.703391268236,1.36261218276,1.31
337971234,1367.98165138,0.0,0.408448662062,0.0,0.772970260387,1.89245389246,1.09
341822033,795.375,209.958333333,0.431533553355,0.149661689979,0.838708488479,1.94355336209,0.95
943800645,1465.338125,0.0,0.114705095795,0.0,0.789078340872,6.87919168197,1.55
904093325,150.227383863,0.0,0.660858356526,0.0,0.679817410005,1.02868852802,1.2
850704623,357.78974359,0.0,0.378951611747,0.0,0.783517783053,2.06759321973,2.39
505126730,5013.41632258,3.68709677419,0.100430679212,0.00022564614461,0.77596619033,7.72638596507,0.97
590746688,942.18962963,0.0,0.321988040467,0.0,0.763253949606,2.37044192231,1.52
445222397,2933.18087558,0.0,0.183407280673,0.0,0.771926982377,4.20881319185,1.62
114869994,455.042106319,0.0,0.444264782842,0.0,0.715470577195,1.61045980872,1.15
657181732,1888.57142857,0.0,0.50508774584,0.0,0.746599509741,1.4781580347,1.05
340458159,563.892857143,16.5357142857,0.193201089366,0.017307745899,0.678738863101,3.51312130448,1.01
566705887,1611.27659574,0.0,0.29490717021,0.0,0.721238162133,2.44564471464,1.11
638519948,1480.75,0.0,0.135202710142,0.0,0.776339591238,5.74204163822,1.33
372652319,54.7397916667,36.9577083333,0.973396866235,0.655000361559,0.979998543955,1.00678210291,1.12
166705291,1380.93841642,16.5219941349,0.313936462094,0.00590995965173,0.809854772767,2.57967732504,1.14
493558442,1120.72664894,0.0,0.217554354576,0.0,0.716408555117,3.29300949416,1.6
947733507,1719.50458716,0.0,0.176119188373,0.0,0.730576546634,4.1481939213,2.31
313763965,361.681818182,0.0,0.291448320437,0.0,0.761671725435,2.61340234966,2.0
499280922,1813.30434783,0.0,0.0737915407855,0.0,0.753570679415,10.2121553689,2.14
185852331,956.636986301,0.0,0.227387108091,0.0,0.782985226819,3.44340201778,3.7
133898876,1942.31481481,0.0,0.306580731277,0.0,0.780452878255,2.54566839541,2.24
581403264,1008.67307692,0.0,0.204691616938,0.0,0.729846305283,3.56558962307,0.98
621192141,1870.0,0.0,0.6508483228,0.0,0.758573504789,1.16551503356,0.82
571192096,48.748,0.0,0.128957085419,0.0,0.864847017389,6.70647149461,1.14
477552962,316.597701149,0.0,0.208820069707,0.0,0.757191721198,3.62604859898,1.34
104387956,268.735770477,0.0,0.164667044347,0.0,0.766034462111,4.65202047652,1.83
998338708,2890.41705426,0.0,0.191560349919,0.0,0.77918859612,4.067588081,1.51
140164987,501.365207373,87.4032258065,0.429994599998,0.105107345152,0.780878330801,1.81601892397,1.09
458900130,212.264957265,0.0,0.554295550634,0.0,0.678897838326,1.22479395252,1.05
919164932,408.62849162,0.0,0.229196248522,0.0,0.776801254507,3.38924070318,1.31
663184429,1238.25345622,136.115207373,0.311431181871,0.0605674709063,0.844126045942,2.71047375818,1.04
281817021,244.114942529,0.0,0.590135135135,0.0,0.680157406334,1.15254518133,0.76
511056763,335.294117647,0.0,0.388159649123,0.0,0.702085462057,1.80875437116,0.88
581406766,721.188933873,104.641025641,0.407046730826,0.0925984607065,0.817666123463,2.00877703109,0.97
363583880,3013.75,0.0,0.464532282594,0.0,0.753166022981,1.62134269501,1.43
748091245,563.03874031,0.0,0.208629433605,0.0,0.760491264839,3.64517724896,1.75
532258096,1555.39285714,490.451298701,0.270718927235,0.122174149012,0.776350125605,2.86773493651,1.43
945458132,496.727272727,0.0,0.204419350903,0.0,0.696156478259,3.40553120428,1.95
698099841,647.109375,0.0,0.557508632138,0.0,0.776796516174,1.39333540576,1.21
172425184,514.473777778,0.0,0.279126344992,0.0,0.770184516798,2.7592684482,2.61
982520367,1313.36862004,0.0,0.278183332086,0.0,0.745373176198,2.67943147639,1.45
155076961,257.061643836,0.0,0.219343520468,0.0,0.764281372879,3.48440369357,1.49
623893705,997.899176955,14.4094650206,0.320232917302,0.00758886467249,0.793243572891,2.47708317925,1.28
118240306,376.739130435,0.0,0.142033467975,0.0,0.708564585588,4.9887156576,2.98
170106232,102.554613527,0.0,0.519593071772,0.0,0.689188631925,1.32640073428,1.03
493130844,973.785714286,0.0,0.218311541847,0.0,0.772628492455,3.53910968664,1.6
274887713,1201.875,0.0,0.44542875715,0.0,0.75098590191,1.68598432377,1.29
920702939,399.562372188,0.0,0.340863265536,0.0,0.784004935706,2.30005698758,2.48
331436620,258.0,0.0,0.495821131209,0.0,0.769100075265,1.55116437533,1.12
187803485,384.408333333,0.0,0.243948492272,0.0,0.784013321071,3.21384778307,2.23
799655693,1551.46927711,0.0,0.138636597489,0.0,0.764106214265,5.51157651086,1.53
127979840,284.047619048,0.0,0.565540653814,0.0,0.781367801888,1.38162976723,2.12
469081834,502.289156627,0.0,0.49991208923,0.0,0.777873201727,1.55601998528,3.33
338019452,1736.9047619,0.0,0.281811194882,0.0,0.747058974585,2.6509201485,0.98
513850049,128.823529412,0.0,0.580337899543,0.0,0.597110618672,1.02890164358,0.8
410741003,2161.42857143,0.0,0.683938532716,0.0,0.771625366127,1.12820864627,1.63
210617884,1077.05882353,0.0,0.35790770071,0.0,0.777498045366,2.17234232129,1.28
499699888,499.534230769,0.0,0.235756539361,0.0,0.77255226494,3.27690704586,1.75
437764223,779.545454545,0.0,0.501776676385,0.0,0.737477493382,1.46973250868,1.26
376727475,1016.3976378,0.0,0.170246896365,0.0,0.732086432984,4.30014554518,1.51
455091683,606.421830443,0.0,0.216477411499,0.0,0.751588308847,3.47190177322,2.06
783748951,837.196308725,0.0,0.314865332315,0.0,0.746554667339,2.37102847065,1.24
104149402,748.07277628,0.0,0.368227412759,0.0,0.783006581919,2.1264212136,2.56
632909034,97.5478571429,0.0,0.464561350839,0.0,0.68998847187,1.48524725663,1.16
553970696,660.602836879,87.134751773,0.288060443395,0.0582497181813,0.730337173461,2.53536085988,1.21
980644107,461.97029703,0.0,0.36341134615,0.0,0.752556949688,2.07081302678,1.28
642291536,1083.10541401,2.17834394904,0.097961223199,0.000437618771926,0.780395409393,7.9663706098,1.75
957314022,637.184482759,84.5982758621,0.325741881716,0.0660689401381,0.794399964102,2.43874063697,0.87
170477749,400.32967033,0.0,0.151799066703,0.0,0.650473560147,4.28509591181,1.28
435855525,451.333333333,0.0,0.229176849738,0.0,0.750312688905,3.27394625488,1.26
972617291,15488.8755556,0.0,0.252641792805,0.0,0.771720738865,3.05460442747,1.64
652973850,556.869369369,0.0,0.119663094034,0.0,0.777755345923,6.49954233759,1.21
995932694,1275.75,0.0,0.112536743092,0.0,0.765950210402,6.8062233663,1.31
294937124,694.481481481,34.375308642,0.366759603932,0.0291055054842,0.741337616118,2.02131752835,1.08
503291188,1145.71704225,0.0,0.107562752694,0.0,0.779934608713,7.25097293607,1.65
376017221,484.507142857,39.8571428571,0.322015007887,0.0598549335849,0.781995900022,2.42844550989,1.16
910538678,632.457076566,0.0,0.263594679169,0.0,0.782070428669,2.96694315354,1.93
804166866,1897.672375,0.0,0.0842568056565,0.0,0.780484984718,9.26316846025,1.57
838264814,814.487689394,0.0,0.243082575378,0.0,0.758001109692,3.11828648563,1.83
289041482,1805.15384615,0.0,0.234693718839,0.0,0.701480385183,2.98891844508,1.39
948277426,969.496296296,0.0,0.290083395731,0.0,0.761213793585,2.62412052806,2.34
258211808,1832.8169964,0.0,0.190958751872,0.0,0.773321931689,4.04968048915,2.53
672630399,4343.0495053,3177.14137809,0.277982501768,0.20266005467,0.763666727843,2.74717553438,1.53
882214708,330.68,0.0,0.349191968066,0.0,0.721946986313,2.06747878627,1.15
787114930,375.02745098,0.0,0.391809697591,0.0,0.725206566383,1.85091530619,1.44
695442203,465.686729514,0.0,0.283516760046,0.0,0.777617022334,2.74275503927,1.98
908067694,537.290909091,0.0,0.346190315049,0.0,0.741642604394,2.14229737851,1.94
361832806,1920.49090909,44.9174825175,0.171076159869,0.0067723069058,0.760934448054,4.44792803765,1.45
898631501,764.470588235,0.0,0.230132861393,0.0,0.784004334016,3.40674656053,3.37
907618562,685.896594828,21.8190086207,0.327274689101,0.0131352739219,0.788558113393,2.40946868076,1.34
492379425,552.477777778,0.0,0.382676678801,0.0,0.777575109368,2.03193754008,2.68
873411517,487.657940663,102.696335079,0.200957384371,0.0147707817398,0.709574387696,3.53096946359,1.12
792665425,733.36687631,0.0,0.260527601177,0.0,0.708282427967,2.71864641123,1.59
129560163,874.306613226,0.0,0.262780170487,0.0,0.749487464989,2.85214620113,1.8
893216471,202.049056604,0.0,0.227792008292,0.0,0.758789942685,3.3310648094,1.63
911888603,447.295918367,0.0,0.407497205429,0.0,0.671603816823,1.64811882848,1.12
555689758,1915.39285714,0.0,0.243790065447,0.0,0.749991825908,3.07638387369,1.31
672630694,583.303030303,0.0,0.224305089442,0.0,0.773026934966,3.4463191936,2.21
523896082,1007.32926829,0.0,0.207057541676,0.0,0.766407958415,3.70142498656,2.01
585988211,681.116666667,0.0,0.127939168522,0.0,0.734482903942,5.74087601495,1.81
591094291,2024.31645202,0.0,0.176655066563,0.0,0.734183084145,4.15602619518,1.96
310472559,1299.88823529,0.0,0.199443300555,0.0,0.765355630254,3.83745970972,5.1
931958316,2387.17297297,0.0,0.255918999518,0.0,0.778213604533,3.04085904525,2.16
122245455,2344.47058824,0.0,0.276305449619,0.0,0.771962426834,2.79387333076,1.17
353967327,501.77076412,0.0,0.221625141525,0.0,0.780532752672,3.52186014321,2.08
790088175,514.736842105,0.0,0.100737218814,0.0,0.518359701783,5.14566222779,1.34
676839483,2906.6570997,0.0,0.208786123322,0.0,0.775936563161,3.71641826963,1.59
162118214,968.919786096,165.588235294,0.321079100161,0.073261695035,0.812578271289,2.53077285591,0.94
241876020,78.9027777778,69.68,0.980010561521,0.865432142228,0.980010561521,1.0,1.06
236961201,394.186046512,0.0,0.452205309735,0.0,0.705160216013,1.55938066368,0.7
698110847,1662.18300847,0.0,0.213011330133,0.0,0.778860358628,3.65642690529,2.52
520420044,450.4,0.0,0.249319493783,0.0,0.748815373276,3.00343692309,1.93
774733493,289.057837838,0.0,0.551671444538,0.0,0.784239630561,1.42157009997,1.8
141270698,3608.90322581,0.0,0.112644043405,0.0,0.783568835111,6.95614975656,1.4
914075626,277.692307692,0.0,0.51116066482,0.0,0.741743869265,1.45109731698,1.86
633567170,901.718146718,87.9498069498,0.461930548717,0.0790649339528,0.7746462712,1.67697562621,1.02
218706870,300.892857143,0.0,0.289863501484,0.0,0.764384041867,2.63704825877,0.81
528518242,595.538461538,0.0,0.529845001292,0.0,0.755928292902,1.42669703604,1.75
237827284,1383.31350482,35.1286173633,0.248096989729,0.00907685888652,0.80262948673,3.23514399593,1.06
369583123,494.394463668,0.0,0.378292693169,0.0,0.75977230359,2.00842447478,1.8
554996380,2335.38461538,0.0,0.499434123847,0.0,0.784006552166,1.56978971746,0.93
899092611,1028.13157895,206.624401914,0.341717101911,0.105014554669,0.816189651049,2.38849518062,1.05
251565584,831.106280193,0.0,0.190086259511,0.0,0.748890996224,3.93974292593,1.68
423640565,2042.01869159,0.0,0.125014142135,0.0,0.758230268902,6.06515595717,2.13
297906652,320.555555556,0.0,0.22693067591,0.0,0.680577356882,2.99905402455,0.94
675678947,479.8647343,0.0,0.26032476946,0.0,0.778893536937,2.99200701705,2.21
557969335,52.5781372549,34.2068627451,0.973529592744,0.631051450968,0.979998385756,1.00664468041,0.89
359612772,1833.24360577,17.3558653846,0.388159626799,0.00472533616396,0.735076238895,1.89374728371,1.14
437949228,724.955,0.0,0.12468750934,0.0,0.777022438588,6.23175843918,0.84
205462055,1242.87391304,0.0,0.225144038536,0.0,0.766246754221,3.40336239504,3.52
671373629,347.629507187,0.830739219713,0.239358478193,0.000671606469088,0.711344377613,2.97187876103,1.04
252426146,526.69924812,0.0,0.167518807726,0.0,0.776293236609,4.63406615142,1.08
396636093,664.842105263,0.0,0.242321458729,0.0,0.737424336428,3.04316563748,1.73
